can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,team_name
True,True,,,565297,0,0,0,0,0,4,0.9,,0,Mateo,0.0,364,False,,,5.0,565297.jpg,0.0,False,Joseph Fernández-Regatillo,0.2,False,,a,11,2,0,0,0,0,0,0.0,0.0,Mateo Joseph,200.0,2022-11-04,2003-10-19,False,p565297,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,630,60,629,60,622,60,630,60,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,336,48,451,30,630,60,385,59,0.0,0.0,Leeds
True,True,,,174594,0,0,0,0,0,4,0.9,,0,Lukas,0.0,365,False,,,5.0,174594.jpg,0.0,False,Nmecha,0.8,False,,a,11,2,0,0,0,0,0,0.0,0.0,Nmecha,80.0,2025-07-01,1998-12-14,False,p174594,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,600,55,597,55,586,55,600,55,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,238,41,353,23,601,55,209,40,0.0,0.0,Leeds
True,True,,,180135,0,0,0,0,0,3,1.0,,0,Sean,0.0,493,False,,,5.0,180135.jpg,1.4,False,Longstaff,0.4,False,,a,11,2,34,0,0,0,0,0.0,6.8,Longstaff,241.0,2025-07-18,1997-10-30,False,p180135,783,0,1,2,11,0,0,0,2,0,0,0,131,117.2,78.4,76.0,27.3,0,8,0.60,0.22,0.82,11.32,293,141,253,142,241,133,288,143,,,,,,,0.07,0.0,0.03,0.1,1.3,1.26,239,152,354,96,316,147,312,102,0.92,0.23,Leeds
True,True,,,466525,0,0,0,0,0,3,1.0,,0,Anton,0.0,660,False,,,5.0,466525.jpg,0.0,False,Stach,0.1,False,,a,11,2,0,0,0,0,0,0.0,0.0,Stach,80.0,2025-07-22,1998-11-15,False,p466525,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,619,264,617,263,610,260,619,264,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,302,189,417,133,619,264,542,199,0.0,0.0,Leeds
True,True,,,201595,0,0,0,0,0,1,1.8,,0,Lucas Estella,0.0,665,False,,,4.5,201595.jpg,0.0,False,Perri,0.3,False,,a,11,2,0,0,0,0,0,0.0,0.0,Perri,30.0,2025-07-26,1997-12-10,False,p201595,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,495,70,490,65,469,54,495,70,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,388,24,165,53,498,70,370,50,0.0,0.0,Leeds
True,True,,,116535,0,0,0,0,0,1,5.0,,0,Alisson,0.0,366,False,,,5.5,116535.jpg,4.0,False,Becker,10.6,False,,a,12,14,112,0,0,0,0,0.0,20.4,A.Becker,30.0,2018-07-19,1992-10-02,False,p116535,2508,0,0,10,29,0,0,0,0,0,78,9,451,628.8,13.0,0.0,64.0,0,28,0.00,0.20,0.20,27.10,72,12,333,10,632,75,211,12,,,,,,,0.0,2.8,0.01,0.01,0.97,1.04,118,2,468,75,41,7,42,7,1.0,0.36,Liverpool
True,True,,,449027,0,0,0,0,0,1,3.3,,0,Giorgi,0.0,367,False,,,4.5,449027.jpg,0.0,False,Mamardashvili,0.6,False,,a,12,14,0,0,0,0,0,0.0,0.0,Mamardashvili,79.0,2024-08-27,2000-09-29,False,p449027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,513,73,509,69,489,58,513,73,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,433,28,210,57,516,73,231,32,0.0,0.0,Liverpool
True,True,,,586268,0,0,0,0,0,1,2.0,,0,Ármin,0.0,368,False,,,4.0,586268.jpg,0.0,False,Pécsi,0.1,False,,a,12,14,0,0,0,0,0,0.0,0.0,Pécsi,98.0,2025-06-07,2005-02-24,False,p586268,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,476,67,467,58,443,45,476,67,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,656,76,110,43,479,67,512,70,0.0,0.0,Liverpool
True,True,,,155503,0,0,0,0,0,1,2.0,,0,Freddie,0.0,369,False,,,4.0,155503.jpg,0.0,False,Woodman,0.1,False,,a,12,14,0,0,0,0,0,0.0,0.0,Woodman,241.0,2025-07-01,1997-03-04,False,p155503,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,404,42,393,32,359,17,404,42,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,565,48,19,15,407,42,489,67,0.0,0.0,Liverpool
True,True,,,216094,0,0,0,0,0,2,5.0,,0,Jeremie,0.0,370,False,,,6.0,216094.jpg,0.0,False,Frimpong,27.2,False,,a,12,14,0,0,0,0,0,0.0,0.0,Frimpong,152.0,2025-06-01,2000-12-10,False,p216094,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,661,222,661,222,660,222,661,222,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,94,4,576,217,661,222,8,2,0.0,0.0,Liverpool
True,True,,,544877,0,0,0,0,0,2,5.0,,0,Milos,0.0,371,False,,,6.0,544877.jpg,3.5,False,Kerkez,11.4,False,,a,12,14,134,0,0,0,0,0.0,22.3,Kerkez,98.0,2025-06-26,2003-11-07,False,p544877,3336,2,6,9,45,0,0,0,4,0,0,10,550,694.0,642.0,238.0,157.3,0,38,0.60,2.57,3.17,48.69,51,18,42,5,124,18,64,6,,,,,,,0.02,0.0,0.07,0.09,1.31,1.21,110,9,592,222,90,15,39,14,1.03,0.24,Liverpool
True,True,,,122798,0,0,0,0,0,2,5.0,,0,Andrew,0.0,372,False,,,6.0,122798.jpg,2.8,False,Robertson,2.2,False,,a,12,14,91,0,0,0,0,0.0,15.2,Robertson,243.0,2017-07-21,1994-03-11,False,p122798,2479,0,1,10,32,1,0,0,3,1,0,4,397,395.4,668.7,182.0,124.4,0,29,1.12,4.27,5.39,26.90,159,54,38,4,165,33,97,18,4.0,,,,,,0.04,0.0,0.16,0.2,0.98,1.16,82,2,564,215,162,52,126,44,1.05,0.36,Liverpool
True,True,,,97032,0,0,0,0,0,2,5.0,,0,Virgil,0.0,373,False,,,6.0,97032.jpg,3.9,False,van Dijk,21.2,False,,a,12,14,143,0,0,0,0,0.0,23.8,Virgil,152.0,2018-01-01,1991-07-08,False,p97032,3330,3,1,14,38,0,0,0,5,0,0,8,631,932.6,206.6,299.0,143.7,0,37,2.22,0.98,3.20,36.13,12,2,170,37,104,10,79,9,,,3.0,,,,0.06,0.0,0.03,0.09,0.98,1.03,79,1,561,214,51,4,15,6,1.0,0.38,Liverpool
True,True,,,204716,0,0,0,0,0,2,4.3,,0,Ibrahima,0.0,374,False,,,5.5,204716.jpg,3.4,False,Konaté,2.7,False,,a,12,14,106,0,0,0,0,0.0,19.3,Konaté,73.0,2021-07-01,1999-05-25,False,p204716,2561,1,2,11,28,0,0,0,5,0,0,4,487,578.0,161.4,133.0,87.6,0,30,1.80,0.91,2.71,26.67,98,34,198,52,193,53,150,43,,,,,,,0.06,0.0,0.03,0.09,0.94,0.98,141,16,491,198,99,21,108,34,1.05,0.39,Liverpool
True,True,,,492777,0,0,0,0,0,2,3.6,,0,Conor,0.0,375,False,,,5.0,492777.jpg,2.2,False,Bradley,0.7,False,,a,12,14,41,0,0,0,0,0.0,8.2,Bradley,242.0,2023-09-25,2003-07-09,False,p492777,744,0,2,3,10,0,0,0,4,0,0,3,160,156.2,110.5,162.0,42.8,0,7,0.70,1.43,2.13,12.40,276,101,229,71,175,42,254,83,,,,,,,0.08,0.0,0.17,0.25,1.5,1.21,317,58,432,189,223,79,223,76,0.85,0.36,Liverpool
True,True,,,171287,0,0,0,0,0,2,3.6,,0,Joe,0.0,376,False,,,5.0,171287.jpg,1.6,False,Gomez,0.2,False,,a,12,14,14,0,0,0,0,0.0,2.8,Gomez,241.0,2015-06-20,1997-05-23,False,p171287,517,0,0,1,8,0,0,0,1,0,0,0,83,130.4,38.5,58.0,22.8,0,6,0.33,0.09,0.42,5.38,289,104,293,108,255,88,299,109,,,,,,,0.06,0.0,0.02,0.08,0.94,1.39,234,36,349,167,291,104,449,178,1.04,0.17,Liverpool
True,True,,,214285,0,0,0,0,0,2,3.6,,0,Konstantinos,0.0,377,False,,,5.0,214285.jpg,2.4,False,Tsimikas,0.1,False,,a,12,14,43,0,0,0,0,0.0,8.6,Tsimikas,83.0,2020-08-10,1996-05-12,False,p214285,829,0,1,4,8,0,0,0,2,0,0,3,217,202.0,260.7,60.0,52.5,0,9,0.39,2.32,2.71,9.03,249,91,141,28,252,86,234,70,3.0,,,,,,0.04,0.0,0.25,0.29,0.98,0.87,259,40,374,171,191,66,507,194,0.98,0.43,Liverpool
True,True,,,611926,0,0,0,0,0,2,2.0,,0,Amara,0.0,378,False,,,4.0,611926.jpg,0.0,False,Nallo,0.2,False,,a,12,14,0,0,0,0,0,0.0,0.0,Nallo,241.0,2024-02-27,2006-11-18,False,p611926,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,483,196,474,195,451,194,483,196,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,666,218,120,76,486,196,440,175,0.0,0.0,Liverpool
True,True,,,219937,0,0,0,0,0,2,2.0,,0,Rhys,0.0,379,False,,,4.0,219937.jpg,0.0,False,Williams,0.3,False,,a,12,14,0,0,0,0,0,0.0,0.0,R.Williams,241.0,2020-09-23,2001-02-03,False,p219937,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,411,148,401,146,368,137,411,148,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,575,153,29,11,414,148,379,151,0.0,0.0,Liverpool
True,True,,,489580,0,0,0,0,0,2,2.0,,0,Calvin,0.0,380,False,,,4.0,489580.jpg,0.0,False,Ramsay,0.2,False,,a,12,14,0,0,0,0,0,0.0,0.0,Ramsay,243.0,2022-06-19,2003-07-31,False,p489580,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,448,170,438,168,408,161,448,170,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,617,179,71,37,451,170,390,157,0.0,0.0,Liverpool
True,True,,,118748,0,0,0,0,0,3,5.0,,0,Mohamed,0.0,381,False,,,14.5,118748.jpg,9.1,False,Salah,55.9,False,,a,12,14,344,0,0,0,0,0.0,23.7,M.Salah,63.0,2017-07-01,1992-06-15,False,p118748,3374,29,18,15,40,0,0,0,1,0,0,55,1133,1577.0,1199.2,1985.0,476.0,0,38,24.70,8.99,33.69,37.83,1,1,3,3,1,1,1,1,,,4.0,,1.0,,0.66,0.0,0.24,0.9,1.01,1.07,1,1,670,301,1,1,1,1,1.01,0.4,Liverpool
True,True,,,494595,0,0,0,0,0,3,3.7,,0,Florian,0.0,382,False,,,8.5,494595.jpg,0.0,False,Wirtz,35.0,False,,a,12,14,0,0,0,0,0,0.0,0.0,Wirtz,80.0,2025-06-20,2003-05-03,False,p494595,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,668,301,668,301,668,301,668,301,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,11,7,661,297,668,301,4,3,0.0,0.0,Liverpool
True,False,0.0,,244731,0,0,0,0,0,3,0.0,,0,Luis,0.0,383,False,Has joined Bayern Munch permanently.,2025-07-30T14:05:01.491481Z,8.0,244731.jpg,5.1,False,Díaz Marulanda,1.4,False,,u,12,14,183,0,0,0,0,0.0,22.9,Luis Díaz,48.0,2022-01-30,1997-01-13,False,p244731,2393,13,7,15,21,0,0,0,2,0,0,21,634,770.8,748.0,946.0,246.4,0,28,11.90,4.34,16.24,24.44,33,9,26,25,14,6,10,7,,,,,,,0.45,0.0,0.16,0.61,0.92,0.79,16,10,656,292,10,5,160,54,1.05,0.56,Liverpool
True,True,,,243298,0,0,0,0,0,3,3.5,,0,Cody,0.0,384,False,,,7.5,243298.jpg,3.6,False,Gakpo,2.3,False,,a,12,14,127,0,0,0,0,0.0,16.9,Gakpo,152.0,2023-01-01,1999-05-07,False,p243298,1921,10,5,5,25,0,0,0,5,0,0,22,572,597.0,517.7,686.0,180.3,0,23,7.12,3.76,10.87,21.51,91,39,66,53,39,25,51,37,,,,,2.0,,0.33,0.0,0.18,0.51,1.01,1.17,27,16,651,289,83,42,120,38,1.08,0.23,Liverpool
True,True,,,223541,0,0,0,0,0,3,3.2,,0,Federico,0.0,385,False,,,6.5,223541.jpg,1.2,False,Chiesa,0.1,False,,a,12,14,7,0,0,0,0,0.0,1.1,Chiesa,106.0,2024-08-29,1997-10-25,False,p223541,103,0,0,0,3,0,0,0,0,0,0,0,16,9.0,23.5,36.0,6.7,0,1,0.34,0.15,0.49,2.80,364,171,318,165,276,147,348,166,,,,,,,0.3,0.0,0.13,0.43,2.45,2.62,56,39,608,257,331,157,592,241,0.87,0.0,Liverpool
True,True,,,243016,0,0,0,0,0,3,3.2,,0,Alexis,0.0,386,False,,,6.5,243016.jpg,3.5,False,Mac Allister,1.5,False,,a,12,14,122,0,0,0,0,0.0,18.8,Mac Allister,10.0,2023-06-14,1998-12-24,False,p243016,2597,5,6,14,24,0,0,0,6,0,0,8,578,653.4,731.3,357.0,174.1,0,30,2.89,5.57,8.46,24.21,64,24,29,27,87,60,57,41,1.0,,5.0,,3.0,,0.1,0.0,0.19,0.29,0.84,0.83,58,41,610,259,91,45,154,51,1.04,0.49,Liverpool
True,True,,,424876,0,0,0,0,0,3,3.2,,0,Dominik,0.0,387,False,,,6.5,424876.jpg,4.0,False,Szoboszlai,1.7,False,,a,12,14,143,0,0,0,0,0.0,22.0,Szoboszlai,98.0,2023-07-02,2000-10-25,False,p424876,2485,6,10,12,29,0,0,0,6,0,0,14,605,589.8,794.8,601.0,198.1,0,29,6.94,6.06,13.00,26.78,92,40,19,18,49,32,33,26,5.0,,2.0,,,,0.25,0.0,0.22,0.47,0.97,1.05,61,43,613,261,42,21,140,47,1.05,0.43,Liverpool
True,True,,,206915,0,0,0,0,0,3,3.0,,0,Curtis,0.0,388,False,,,5.5,206915.jpg,2.6,False,Jones,0.1,False,,a,12,14,87,0,0,0,0,0.0,15.8,C.Jones,241.0,2018-04-06,2001-01-30,False,p206915,1702,3,5,6,27,0,0,0,1,1,0,4,396,397.2,343.7,400.0,113.6,0,19,4.34,1.46,5.80,23.35,158,73,104,75,79,55,115,71,,,,,,,0.23,0.0,0.08,0.31,1.23,1.43,143,94,493,185,175,75,508,179,1.0,0.32,Liverpool
True,True,,,444884,0,0,0,0,0,3,3.0,,0,Harvey,0.0,389,False,,,5.5,444884.jpg,1.8,False,Elliott,0.2,False,,a,12,14,33,0,0,0,0,0.0,6.0,Elliott,241.0,2019-07-28,2003-04-04,False,p444884,359,1,2,0,6,0,0,0,1,0,0,3,120,118.6,145.8,143.0,40.4,0,2,1.78,0.64,2.42,6.14,292,140,207,127,187,111,256,132,,,,,,,0.45,0.0,0.16,0.61,1.54,1.5,172,112,522,203,275,126,391,122,0.5,0.0,Liverpool
True,True,0.0,,441266,0,0,0,0,0,3,0.0,,0,Ryan,0.0,390,False,Suspended until 25 Aug,2025-07-21T10:00:04.921035Z,5.5,441266.jpg,2.5,False,Gravenberch,0.1,False,,s,12,14,92,0,0,0,0,0.0,16.7,Gravenberch,152.0,2023-09-01,2002-05-16,False,p441266,3160,0,4,14,35,0,0,0,5,1,0,1,568,550.6,473.9,121.0,114.7,0,37,1.13,3.50,4.63,33.06,105,43,74,60,204,117,114,70,,,,,,,0.03,0.0,0.1,0.13,0.94,1.0,170,110,520,201,188,80,518,186,1.05,0.4,Liverpool
True,True,,,496208,0,0,0,0,0,3,2.5,,0,Ben,0.0,391,False,,,5.0,496208.jpg,0.0,False,Doak,0.1,False,,a,12,14,0,0,0,0,0,0.0,0.0,Doak,243.0,2022-11-08,2005-11-11,False,p496208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,626,270,625,270,618,267,626,270,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,319,199,434,143,626,270,623,266,0.0,0.0,Liverpool
True,True,,,158983,0,0,0,0,0,3,2.5,,0,Endo,0.0,392,False,,,5.0,158983.jpg,1.1,False,Wataru,0.1,False,,a,12,14,21,0,0,0,0,0.0,4.2,Endo,108.0,2023-08-18,1993-02-09,False,p158983,259,0,0,0,5,0,0,0,0,0,0,0,82,57.6,38.2,6.0,10.0,0,1,0.00,0.09,0.09,4.25,326,152,296,158,331,172,332,161,,,,,,,0.0,0.0,0.03,0.03,1.48,1.74,229,147,344,91,334,158,531,194,0.35,0.0,Liverpool
True,True,,,535928,0,0,0,0,0,3,2.0,,0,Stefan,0.0,393,False,,,4.5,535928.jpg,0.0,False,Bajčetić Maquieira,0.1,False,,a,12,14,0,0,0,0,0,0.0,0.0,Bajcetic,200.0,2022-07-11,2004-10-22,False,p535928,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,552,221,548,221,531,214,552,221,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,490,267,267,44,554,222,593,242,0.0,0.0,Liverpool
True,True,,,491501,0,0,0,0,0,3,2.0,,0,James,0.0,394,False,,,4.5,491501.jpg,0.0,False,McConnell,0.0,False,,a,12,14,0,0,0,0,0,0.0,0.0,McConnell,,,,False,p491501,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,531,207,527,207,508,199,531,207,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,461,251,238,28,534,208,648,286,0.0,0.0,Liverpool
True,True,,,440148,0,0,0,0,0,3,2.0,,0,Tyler,0.0,395,False,,,4.5,440148.jpg,0.0,False,Morton,0.0,False,,a,12,14,0,0,0,0,0,0.0,0.0,Morton,241.0,2021-07-22,2002-10-31,False,p440148,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,509,192,505,192,485,184,509,192,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,426,234,203,11,512,193,650,287,0.0,0.0,Liverpool
True,True,,,591386,0,0,0,0,0,3,2.0,,0,Trey,0.0,396,False,,,4.5,591386.jpg,0.0,False,Nyoni,0.1,False,,a,12,14,0,0,0,0,0,0.0,0.0,Nyoni,241.0,2023-11-11,2007-06-30,False,p591386,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,583,239,579,239,564,234,583,239,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,530,292,307,69,584,240,538,198,0.0,0.0,Liverpool
True,True,,,447203,0,0,0,0,0,4,3.2,,0,Darwin,0.0,397,False,,,6.5,447203.jpg,2.2,False,Núñez Ribeiro,1.6,False,,a,12,14,66,0,0,0,0,0.0,10.2,Darwin,230.0,2022-06-14,1999-06-24,False,p447203,1113,5,3,2,21,0,0,0,8,0,0,6,244,263.8,151.6,404.0,81.2,0,8,5.76,0.51,6.27,16.85,216,19,202,22,78,21,166,21,,,,,,,0.47,0.0,0.04,0.51,1.36,1.7,64,19,616,54,226,23,147,26,0.65,0.16,Liverpool
True,True,,,500058,0,0,0,0,0,4,2.0,,0,Jayden,0.0,398,False,,,4.5,500058.jpg,1.0,False,Danns,0.2,False,,a,12,14,1,0,0,0,0,0.0,0.2,Danns,,,,False,p500058,10,0,0,0,1,0,0,0,0,0,0,0,2,0.0,0.3,0.0,0.0,0,0,0.00,0.01,0.01,0.45,541,39,372,36,518,39,541,39,,,,,,,0.0,0.0,0.09,0.09,4.05,9.0,473,55,250,6,355,34,415,62,0.0,0.0,Liverpool
True,True,,,510663,0,0,0,0,0,4,3.6,,0,Hugo,0.0,661,False,,,8.5,510663.jpg,0.0,False,Ekitiké,4.6,False,,a,12,14,0,0,0,0,0,0.0,0.0,Ekitiké,73.0,2025-07-23,2002-06-20,False,p510663,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,669,69,669,69,669,69,669,69,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,12,5,662,66,669,69,78,16,0.0,0.0,Liverpool
True,True,,,432720,0,0,0,0,0,1,3.6,,0,James,0.0,182,False,,,5.0,432720.jpg,0.0,False,Trafford,3.9,False,,a,13,43,0,0,0,0,0,0.0,0.0,Trafford,241.0,2025-07-29,2002-10-10,False,p432720,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,611,77,608,76,600,72,611,77,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,285,14,400,72,611,77,86,14,0.0,0.0,Man City
True,True,,,121160,0,0,0,0,0,1,4.5,,0,Ederson,0.0,399,False,,,5.5,121160.jpg,4.3,False,Santana de Moraes,3.7,False,,a,13,43,111,0,0,0,0,0.0,20.2,Ederson M.,30.0,2017-07-01,1993-08-17,False,p121160,2320,0,4,10,26,0,0,0,4,0,54,9,400,567.0,43.0,0.0,60.9,0,26,0.00,0.16,0.16,29.50,100,16,287,1,633,76,218,15,,,,,,,0.0,2.09,0.01,0.01,1.14,1.01,120,3,470,76,28,5,88,15,1.01,0.39,Man City
True,True,,,88248,0,0,0,0,0,1,3.6,,0,Stefan,0.0,400,False,,,5.0,88248.jpg,2.7,False,Ortega Moreno,0.5,False,,a,13,43,35,0,0,0,0,0.0,7.0,Ortega Moreno,80.0,2022-07-01,1992-11-06,False,p88248,1099,0,0,3,18,0,0,0,1,0,33,0,144,292.6,0.0,0.0,29.4,0,12,0.00,0.00,0.00,19.12,204,17,592,74,579,66,285,17,,,,,,,0.0,2.7,0.0,0.0,1.57,1.47,217,7,332,65,166,25,258,36,0.98,0.25,Man City
True,True,,,122074,0,0,0,0,0,1,1.5,,0,Marcus,0.0,401,False,,,4.0,122074.jpg,0.0,False,Bettinelli,0.3,False,,a,13,43,0,0,0,0,0,0.0,0.0,Bettinelli,241.0,2025-06-10,1992-05-24,False,p122074,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,402,40,391,30,357,15,402,40,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,563,46,17,13,406,41,375,52,0.0,0.0,Man City
True,True,,,448514,0,0,0,0,0,2,4.5,,0,Rayan,0.0,402,False,,,6.0,448514.jpg,3.4,False,Aït-Nouri,25.3,False,,a,13,43,125,0,0,0,0,0.0,20.8,Aït-Nouri,3.0,2025-06-09,2001-06-06,False,p448514,3112,4,7,7,67,0,0,0,5,1,0,13,447,778.4,694.3,435.0,191.0,0,37,2.69,3.98,6.67,53.27,32,13,34,3,70,3,41,3,,,,,,,0.08,0.0,0.12,0.2,1.54,1.94,99,6,581,219,105,22,10,3,1.07,0.2,Man City
True,True,,,477424,0,0,0,0,0,2,4.5,,0,Joško,0.0,403,False,,,6.0,477424.jpg,4.1,False,Gvardiol,17.4,False,,a,13,43,153,0,0,0,0,0.0,25.5,Gvardiol,97.0,2023-08-05,2002-01-23,False,p477424,3278,5,0,13,41,0,0,0,2,0,0,15,623,847.0,501.7,497.0,185.0,0,36,4.60,2.92,7.52,44.27,20,6,69,12,60,2,49,5,,,,,,,0.13,0.0,0.08,0.21,1.22,1.13,106,8,588,221,36,2,23,9,0.99,0.36,Man City
True,True,,,211975,0,0,0,0,0,2,3.8,,0,Manuel,0.0,404,False,,,5.5,211975.jpg,2.3,False,Akanji,0.6,False,,a,13,43,61,0,0,0,0,0.0,11.1,Akanji,207.0,2022-09-01,1995-07-19,False,p211975,2012,0,0,6,28,0,0,0,3,0,0,1,307,339.8,249.8,100.0,68.9,0,23,1.57,1.30,2.87,29.72,188,69,146,30,223,73,200,63,,,,,,,0.07,0.0,0.06,0.13,1.33,1.25,145,17,495,199,210,73,237,82,1.03,0.27,Man City
True,True,,,126184,0,0,0,0,0,2,3.8,,0,Nathan,0.0,405,False,,,5.5,126184.jpg,2.5,False,Aké,0.5,False,,a,13,43,25,0,0,0,0,0.0,4.5,Aké,152.0,2020-08-05,1995-02-18,False,p126184,677,0,0,3,11,0,0,0,0,0,0,0,121,104.6,33.7,20.0,15.9,0,8,0.22,0.17,0.39,13.44,304,111,301,114,304,113,314,113,,,,,,,0.03,0.0,0.02,0.05,1.79,1.46,123,13,473,195,185,64,262,93,1.06,0.4,Man City
True,True,,,578153,0,0,0,0,0,2,3.8,,0,Abdukodir,0.0,406,False,,,5.5,578153.jpg,2.3,False,Khusanov,0.3,False,,a,13,43,14,0,0,0,0,0.0,2.5,Khusanov,231.0,2025-01-20,2004-02-29,False,p578153,503,0,0,2,6,1,0,0,1,0,0,0,78,102.0,33.9,4.0,14.1,0,6,0.02,0.09,0.11,6.98,307,112,300,113,337,128,318,115,,,,,,,0.0,0.0,0.02,0.02,1.25,1.07,206,31,556,213,212,74,340,126,1.07,0.36,Man City
True,True,,,465351,0,0,0,0,0,2,3.8,,0,Matheus,0.0,407,False,,,5.5,465351.jpg,3.1,False,Nunes,0.6,False,,a,13,43,81,0,0,0,0,0.0,14.7,Matheus N.,173.0,2023-09-01,1998-08-27,False,p465351,1670,1,7,9,19,0,0,0,4,0,0,6,373,370.4,422.4,206.0,99.9,0,19,1.11,3.32,4.43,24.87,170,59,85,16,148,25,129,33,,,,,4.0,,0.06,0.0,0.18,0.24,1.34,1.02,176,24,526,206,129,35,242,84,1.02,0.49,Man City
True,True,,,171314,0,0,0,0,0,2,3.8,,0,Rúben,0.0,408,False,,,5.5,171314.jpg,3.3,False,dos Santos Gato Alves Dias,2.3,False,,a,13,43,90,0,0,0,0,0.0,16.4,Rúben,173.0,2020-09-29,1997-05-14,False,p171314,2269,0,0,11,21,1,0,0,4,0,0,7,410,478.2,173.8,150.0,80.2,0,25,1.54,1.20,2.74,29.48,131,47,190,48,183,48,169,51,,,,,,,0.06,0.0,0.05,0.11,1.17,0.83,130,14,480,196,111,27,124,42,0.99,0.44,Man City
